Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
0.5135135135135136,0.5210084033613446,0.084070796460177,0.18133522224189835,0.15030262273032954,0.13232389730085584,0.14798206278026907,15
0.3716216216216216,0.35294117647058826,0.07964601769911504,0.07915707455285993,0.06624075319435105,0.06319947333772219,0.06826108619830595,7
0.6148648648648649,0.6134453781512604,0.11946902654867259,0.23906499026031522,0.17182246133154003,0.1856484529295589,0.20777279521674144,9
0.4932432432432433,0.5210084033613446,0.11061946902654868,0.18204356295378077,0.1442501681237391,0.14944042132982224,0.15296462381664178,10
0.3445945945945946,0.33613445378151263,0.07079646017699115,0.07189658225606516,0.05951580363147276,0.051349572086899276,0.05331340308918785,7
0.472972972972973,0.4117647058823529,0.084070796460177,0.12378253940145209,0.0941492938802959,0.10138248847926266,0.1180866965620329,8
0.6148648648648649,0.6050420168067226,0.13274336283185842,0.2746591110324066,0.15870880968392737,0.1856484529295589,0.32735426008968616,20
0.6351351351351352,0.6218487394957983,0.11061946902654868,0.2712944926509651,0.19704102219233355,0.19618169848584593,0.25759840558046837,16
0.5405405405405406,0.5294117647058824,0.11061946902654868,0.1797414556401629,0.1449226630800269,0.14746543778801843,0.1629297458893872,9
0.6081081081081081,0.546218487394958,0.12389380530973453,0.2140959801664601,0.12979152656355078,0.19354838709677416,0.20777279521674144,14
0.4797297297297297,0.4957983193277311,0.09734513274336283,0.14308482380024792,0.11197041022192335,0.10599078341013825,0.133034379671151,10
0.5608108108108109,0.546218487394958,0.11946902654867259,0.19107490703028154,0.14559515803631473,0.12442396313364054,0.18784255107125067,11
0.6216216216216217,0.5882352941176471,0.12831858407079647,0.24172126792987425,0.18258238063214527,0.22448979591836735,0.20279023418036873,10
0.5337837837837838,0.5042016806722689,0.08849557522123895,0.16769966353816185,0.11197041022192335,0.1053324555628703,0.18285999003487796,10
0.5743243243243243,0.5798319327731093,0.11504424778761063,0.2346378608110501,0.17283120376597177,0.17445687952600394,0.2376681614349776,12
0.3783783783783784,0.3781512605042017,0.0752212389380531,0.10217814768903842,0.06321452589105582,0.051349572086899276,0.11310413552566022,7
0.4932432432432433,0.47899159663865554,0.08849557522123895,0.15902248981760228,0.12575655682582382,0.1138907175773535,0.1280518186347783,10
0.3918918918918919,0.4033613445378151,0.07079646017699115,0.08978218523109616,0.06455951580363148,0.055957867017774846,0.09815645241654213,7
0.5067567567567568,0.4453781512605042,0.08849557522123895,0.13423056490171772,0.11398789509078683,0.09809084924292297,0.11310413552566022,9
0.3783783783783784,0.3781512605042017,0.084070796460177,0.08624048167168408,0.06355077336919975,0.08097432521395655,0.07324364723467863,11
0.41216216216216217,0.3697478991596639,0.08849557522123895,0.07915707455285993,0.0531271015467384,0.06385780118499013,0.08320876930742405,10
0.6621621621621621,0.6470588235294118,0.13716814159292037,0.3320347086948822,0.28681909885675855,0.2811059907834101,0.2675635276532138,12
0.6554054054054055,0.6470588235294118,0.12389380530973453,0.32813883477952893,0.2565568258238063,0.24687294272547727,0.2974588938714499,11
0.6824324324324323,0.6638655462184874,0.16371681415929204,0.35186824862758986,0.26462676529926027,0.3574720210664911,0.2825112107623318,11
0.6959459459459459,0.6554621848739496,0.12389380530973453,0.329024260669382,0.23873570948217887,0.3074391046741277,0.2775286497259592,12
0.6756756756756757,0.6218487394957983,0.12389380530973453,0.30511776164335047,0.2636180228648285,0.29822251481237655,0.19780767314399605,11
0.6824324324324323,0.6974789915966386,0.14601769911504425,0.3525765893394723,0.2639542703429724,0.3179723502304147,0.32735426008968616,10
0.8175675675675677,0.8487394957983194,0.14601769911504425,0.5797768726757571,0.40652320107599194,0.3686635944700461,0.45690084703537626,15
0.7972972972972974,0.7899159663865547,0.14601769911504425,0.4731715955374535,0.3702084734364492,0.47004608294930866,0.34728450423517687,18
0.8175675675675677,0.8319327731092437,0.15486725663716813,0.6360899592704091,0.5474108944182918,0.5161290322580645,0.4519182859990035,19
0.8513513513513513,0.8319327731092437,0.1769911504424779,0.6047458827696122,0.4250168123739072,0.5411454904542461,0.4867962132536124,13
0.5270270270270271,0.5042016806722689,0.09292035398230089,0.16911634496192668,0.1519838601210491,0.16260697827518103,0.1230692575984056,8
0.6283783783783784,0.7058823529411764,0.13716814159292037,0.4303169824685674,0.3560860793544048,0.4042132982225148,0.33731938216243157,16
0.5067567567567568,0.5042016806722689,0.09292035398230089,0.1843456702673986,0.15870880968392737,0.15273206056616195,0.1429995017438964,8
0.6756756756756757,0.6554621848739496,0.11946902654867259,0.312024083584204,0.25554808338937457,0.26728110599078336,0.25759840558046837,11
0.3783783783783784,0.3949579831932773,0.07964601769911504,0.11528245085886311,0.08944182918628112,0.11257406188281763,0.08819133034379673,9
0.5067567567567568,0.47058823529411764,0.09292035398230089,0.14981406056313085,0.12474781439139207,0.11915734035549702,0.11310413552566022,9
0.641891891891892,0.6218487394957983,0.11946902654867259,0.300867717372056,0.24277067921990586,0.2574061882817643,0.2675635276532138,14
0.22297297297297294,0.20168067226890757,0.03982300884955752,0.024083584204002126,0.020511096166778747,0.03028308097432521,0.018435475834578975,5
0.17567567567567569,0.15966386554621848,0.048672566371681415,0.014166814237648309,0.01647612642905178,0.01909150757077024,0.010463378176382663,5
0.18243243243243243,0.15966386554621848,0.044247787610619475,0.014166814237648309,0.011096166778749162,0.015799868334430544,0.013452914798206279,4
0.42567567567567577,0.4033613445378151,0.084070796460177,0.07118824154418275,0.0581708137188971,0.058591178406846606,0.07324364723467863,7
0.5337837837837838,0.5294117647058824,0.10619469026548672,0.20453338055604747,0.19636852723604573,0.29822251481237655,0.1380169407075237,9
0.5202702702702703,0.5378151260504201,0.10619469026548672,0.16238710819904376,0.11869535978480161,0.14417379855167872,0.14798206278026907,7
0.33783783783783783,0.31932773109243695,0.06194690265486726,0.05631308659465203,0.05010087424344317,0.03291639236339697,0.043348281016442454,6
0.6081081081081081,0.6218487394957983,0.1415929203539823,0.29520099167699665,0.23772696704774715,0.28044766293614215,0.2426507224713503,9
0.6013513513513514,0.5966386554621849,0.10619469026548672,0.21002302107313617,0.1597175521183591,0.1454904542462146,0.18784255107125067,8
0.43918918918918926,0.4453781512605042,0.084070796460177,0.10660527713830352,0.0891055817081372,0.07834101382488479,0.09815645241654213,7
0.5540540540540541,0.5126050420168067,0.11504424778761063,0.19107490703028154,0.17383994620040352,0.12574061882817641,0.15794718485301448,10
0.5337837837837838,0.5126050420168067,0.10619469026548672,0.16840800425004426,0.14088769334229995,0.13824884792626727,0.14798206278026907,10
0.44594594594594605,0.4285714285714286,0.08849557522123895,0.13564724632548256,0.11566913248150638,0.11981566820276496,0.10812157448928751,7
0.5743243243243243,0.5798319327731093,0.12389380530973453,0.23357534974322647,0.17182246133154003,0.23041474654377878,0.21773791728948683,8
0.5,0.4957983193277311,0.10619469026548672,0.156012041792102,0.12844653665097513,0.12508229098090848,0.133034379671151,8
0.5337837837837838,0.5546218487394958,0.11946902654867259,0.20807508411545955,0.1852723604572966,0.1573403554970375,0.1679123069257599,8
0.22972972972972974,0.22689075630252103,0.05309734513274336,0.029750309899061446,0.02757229320780094,0.017774851876234364,0.023418036870951675,4
0.5810810810810811,0.5798319327731093,0.11061946902654868,0.20577297680184167,0.16476126429051782,0.1705069124423963,0.17289486796213255,7
0.5810810810810811,0.5882352941176471,0.09734513274336283,0.2206481317513724,0.20443846671149968,0.21000658327847266,0.17289486796213255,9
0.6148648648648649,0.5966386554621849,0.11504424778761063,0.24597131220116877,0.20242098184263618,0.2541145490454246,0.19780767314399605,10
0.472972972972973,0.45378151260504207,0.084070796460177,0.1333451390118647,0.11398789509078683,0.10467412771560236,0.09815645241654213,7
0.6013513513513514,0.5798319327731093,0.10619469026548672,0.20471046573401805,0.1566913248150639,0.17248189598420013,0.18285999003487796,8
0.5405405405405406,0.5042016806722689,0.10619469026548672,0.16929343013989728,0.1566913248150639,0.13298222514812377,0.133034379671151,8
0.6621621621621621,0.6470588235294118,0.1415929203539823,0.3233575349743227,0.23739071956960323,0.2541145490454246,0.31738913801694074,12
0.7027027027027026,0.7394957983193278,0.16371681415929204,0.45440056667256945,0.27908540685944855,0.29427254772876893,0.4818136522172397,13
0.5405405405405406,0.5630252100840336,0.10619469026548672,0.18717903311492826,0.14290517821116341,0.15141540487162605,0.1679123069257599,10
0.6486486486486487,0.6218487394957983,0.11504424778761063,0.2707632371170533,0.17686617350369874,0.2205398288347597,0.27254608868958646,13
0.43918918918918926,0.4453781512605042,0.09734513274336283,0.1243137949353639,0.093813046402152,0.12903225806451613,0.09815645241654213,8
0.7027027027027026,0.7058823529411764,0.1504424778761062,0.44094209314680366,0.3221250840618695,0.2955892034233048,0.42202291978076734,20
0.6689189189189189,0.7142857142857143,0.15486725663716813,0.41898353107844877,0.3180901143241425,0.3429888084265964,0.3771798704534131,11
0.7162162162162162,0.6638655462184874,0.17256637168141595,0.3881707101115637,0.3227975790181573,0.3805134957208689,0.31240657698056806,13
0.7094594594594594,0.7058823529411764,0.13274336283185842,0.35611829289888436,0.29690652320107597,0.29032258064516125,0.2775286497259592,15
0.7027027027027026,0.7058823529411764,0.12389380530973453,0.33362847529661765,0.24310692669804976,0.24818959842001315,0.31240657698056806,9
0.7094594594594594,0.6974789915966386,0.13274336283185842,0.32583672746591114,0.24344317417619368,0.25477287689269257,0.30244145490782265,10
0.6486486486486487,0.6218487394957983,0.12389380530973453,0.27837789976978927,0.18897108271687962,0.20934825543120472,0.2825112107623318,11
0.6756756756756757,0.6554621848739496,0.12389380530973453,0.33256596422879403,0.257901815736382,0.3311389071757735,0.2825112107623318,9
0.7364864864864865,0.7647058823529412,0.15486725663716813,0.5712767841331681,0.3426361802286482,0.25213956550362077,0.6711509715994023,12
0.6013513513513514,0.6218487394957983,0.14601769911504425,0.3493890561360014,0.265635507733692,0.2955892034233048,0.31738913801694074,16
0.7027027027027026,0.7058823529411764,0.1415929203539823,0.4659111032406587,0.2737054472091459,0.3074391046741277,0.576482311908321,21
0.6824324324324323,0.6638655462184874,0.12389380530973453,0.35806622985656095,0.2548755884330867,0.2837393021724819,0.3572496263079223,14
0.6689189189189189,0.6890756302521008,0.1592920353982301,0.45794227023198153,0.22730329522528583,0.29229756418696506,0.43697060288988543,12
0.7432432432432432,0.6890756302521008,0.12389380530973453,0.42252523463786085,0.3238063214525891,0.2692560895325872,0.3971101145989039,13
0.6554054054054055,0.6470588235294118,0.1415929203539823,0.3054719319992917,0.2215870880968393,0.2725477287689269,0.25759840558046837,10
0.5202702702702703,0.5042016806722689,0.11504424778761063,0.18239773330972198,0.14761264290517823,0.14944042132982224,0.1629297458893872,9
0.6756756756756757,0.6638655462184874,0.1415929203539823,0.3454931822206481,0.2101546738399462,0.30348913759052004,0.32735426008968616,12
0.6621621621621621,0.6218487394957983,0.11946902654867259,0.28670090313440766,0.22864828513786148,0.21988150098749176,0.2526158445440957,15
0.6486486486486487,0.6470588235294118,0.13274336283185842,0.2666902780237294,0.20578345662407532,0.20013166556945355,0.25759840558046837,12
0.7027027027027026,0.6890756302521008,0.15486725663716813,0.39419160616256416,0.26933422999327505,0.33377221856484524,0.38714499252615847,13
0.7432432432432432,0.7394957983193278,0.14601769911504425,0.4462546484859217,0.34028244788164086,0.4180381830151415,0.38714499252615847,10
0.7972972972972974,0.8067226890756303,0.17256637168141595,0.5680892509296972,0.3863483523873571,0.5102040816326531,0.476831091180867,14
0.6216216216216217,0.6386554621848739,0.13274336283185842,0.25606516734549317,0.18022864828513788,0.18169848584595127,0.247633283507723,9
0.5337837837837838,0.5378151260504201,0.11504424778761063,0.18452275544536922,0.14324142568930734,0.17314022383146807,0.1429995017438964,8
0.5337837837837838,0.5294117647058824,0.11504424778761063,0.1843456702673986,0.1344989912575656,0.17445687952600394,0.1629297458893872,7
0.5405405405405406,0.5378151260504201,0.11061946902654868,0.20417921020010626,0.1859448554135844,0.11125740618828177,0.15296462381664178,10
0.3851351351351351,0.35294117647058826,0.084070796460177,0.08128209668850718,0.0699394754539341,0.059907834101382486,0.07324364723467863,7
0.641891891891892,0.6386554621848739,0.12831858407079647,0.29785726934655565,0.21990585070611973,0.25148123765635283,0.2526158445440957,15
0.7162162162162162,0.6974789915966386,0.1415929203539823,0.4149105719851248,0.3338937457969065,0.3159973666886109,0.3423019431988042,12
0.6013513513513514,0.5966386554621849,0.13716814159292037,0.2567735080573756,0.19502353732347008,0.24094799210006582,0.23268560039860492,12
0.6351351351351352,0.6302521008403361,0.14601769911504425,0.2833362847529662,0.19670477471418965,0.24028966425279785,0.2775286497259592,11
0.5743243243243243,0.5798319327731093,0.11061946902654868,0.23570037187887372,0.17484868863483524,0.17248189598420013,0.21773791728948683,10
0.5878378378378378,0.5630252100840336,0.11946902654867259,0.22365857977687265,0.15467383994620043,0.23502304147465433,0.19780767314399605,9
0.4864864864864865,0.5714285714285715,0.09292035398230089,0.12803258367274659,0.09078681909885677,0.1283739302172482,0.1280518186347783,9
0.5675675675675675,0.5714285714285715,0.11061946902654868,0.19107490703028154,0.1590450571620713,0.17643186306780775,0.15296462381664178,9
0.5270270270270271,0.5126050420168067,0.09292035398230089,0.1519390826987781,0.11499663752521856,0.14022383146807108,0.17289486796213255,9
0.4864864864864865,0.4453781512605042,0.07079646017699115,0.11705330263856915,0.09919300605245461,0.08294930875576036,0.10313901345291482,9
0.472972972972973,0.4957983193277311,0.09292035398230089,0.13848060917301222,0.0867518493611298,0.08229098090849242,0.1629297458893872,9
0.6351351351351352,0.5966386554621849,0.11061946902654868,0.24490880113334515,0.19939475453934094,0.19157340355497035,0.20777279521674144,11
0.6148648648648649,0.6050420168067226,0.10176991150442478,0.20878342482734197,0.15601882985877608,0.20803159973666885,0.17787742899850525,11
0.5608108108108109,0.5378151260504201,0.11946902654867259,0.21622100230210733,0.1711499663752522,0.13364055299539168,0.21773791728948683,11
0.4932432432432433,0.47899159663865554,0.09292035398230089,0.1416681423764831,0.08708809683927371,0.12508229098090848,0.1629297458893872,10
0.6554054054054055,0.6302521008403361,0.13274336283185842,0.31184699840623337,0.23234700739744452,0.2258064516129032,0.30742401594419533,9
0.44594594594594605,0.4201680672268907,0.0752212389380531,0.0915530370108022,0.07632817753866847,0.07768268597761685,0.08320876930742405,8
0.41891891891891897,0.4033613445378151,0.0752212389380531,0.08907384451921374,0.06859448554135844,0.07504937458854509,0.08320876930742405,7
0.3986486486486487,0.35294117647058826,0.06637168141592921,0.07508411545953603,0.05985205110961667,0.06649111257406187,0.06826108619830595,6
0.3851351351351351,0.3781512605042017,0.07079646017699115,0.061448556755799535,0.05379959650302623,0.06583278472679395,0.06826108619830595,6
0.2635135135135135,0.23529411764705882,0.05309734513274336,0.025146095271825746,0.018493611297915265,0.03028308097432521,0.028400597907324368,5
0.4054054054054055,0.3697478991596639,0.07964601769911504,0.08358420400212502,0.07162071284465367,0.07109940750493746,0.06826108619830595,6
0.41891891891891897,0.3949579831932773,0.0752212389380531,0.08801133345139012,0.0746469401479489,0.07965766951942066,0.07822620827105134,8
0.8445945945945945,0.8067226890756303,0.1415929203539823,0.6104126084646715,0.4229993275050437,0.34628044766293614,0.5366218236173395,19
0.8581081081081081,0.8151260504201682,0.14601769911504425,0.6931113865769435,0.5147948890383321,0.3429888084265964,0.7757847533632288,18
0.7027027027027026,0.7142857142857143,0.14601769911504425,0.4462546484859217,0.3244788164088769,0.3719552337063857,0.40707523667164924,17
0.4932432432432433,0.4957983193277311,0.11061946902654868,0.1421993979103949,0.11701412239408204,0.08229098090849242,0.12705530642750376,9
0.33783783783783783,0.3445378151260504,0.07964601769911504,0.06711528245085886,0.05648957632817754,0.04674127715602369,0.060288988540109625,7
0.3716216216216216,0.3445378151260504,0.084070796460177,0.0740216043917124,0.05716207128446536,0.07307439104674128,0.06626806178375687,7
0.2567567567567568,0.24369747899159666,0.057522123893805316,0.03382326899238534,0.026227303295225286,0.026333113890717574,0.02640757349277529,7
0.472972972972973,0.46218487394957986,0.10176991150442478,0.14308482380024792,0.10928043039677203,0.10599078341013825,0.13353263577478827,8
0.31081081081081074,0.29411764705882354,0.07079646017699115,0.05454223481494599,0.04472091459314055,0.04476629361421988,0.046337817638266075,7
0.3648648648648648,0.33613445378151263,0.07964601769911504,0.07030281565432973,0.062542030934768,0.03818301514154048,0.06128550074738417,9
0.44594594594594605,0.45378151260504207,0.09734513274336283,0.12519922082521692,0.10087424344317418,0.08229098090849242,0.1150971599402093,9
0.4054054054054055,0.38655462184873945,0.084070796460177,0.08889675934124314,0.06388702084734366,0.07504937458854509,0.09068261086198308,9
0.6621621621621621,0.6554621848739496,0.13716814159292037,0.2918363732955551,0.22864828513786148,0.2699144173798551,0.24514200298953667,10
0.641891891891892,0.6638655462184874,0.12831858407079647,0.2617318930405525,0.19771351714862137,0.18828176431863064,0.2640757349277529,10
0.7770270270270271,0.7815126050420168,0.168141592920354,0.4754737028510714,0.34835238735709484,0.4022383146807109,0.44344793223716994,16
0.6554054054054055,0.6722689075630253,0.13716814159292037,0.28156543297326014,0.22797579018157366,0.24950625411454902,0.24015944195316397,11
0.5405405405405406,0.5378151260504201,0.11504424778761063,0.18257481848769255,0.13887020847343645,0.15273206056616195,0.1679123069257599,10
0.5608108108108109,0.546218487394958,0.11061946902654868,0.19373118469984063,0.16408876933423,0.140882159315339,0.171898355754858,10
0.5202702702702703,0.4957983193277311,0.10619469026548672,0.18168939259783956,0.14996637525218562,0.14154048716260698,0.15445939212755358,10
0.2770270270270271,0.25210084033613445,0.07079646017699115,0.044271294492650964,0.03429724277067922,0.05069124423963133,0.04035874439461884,9
0.13513513513513511,0.12605042016806722,0.048672566371681415,0.010448025500265627,0.006388702084734365,0.007899934167215272,0.010961634280019932,5
0.6959459459459459,0.7058823529411764,0.12831858407079647,0.37223304409420926,0.2962340282447882,0.3443054641211323,0.3223716990533134,15
0.7162162162162162,0.7478991596638656,0.16371681415929204,0.39543120240835844,0.3147276395427034,0.3396971691902567,0.33233682112605883,9
0.7567567567567568,0.773109243697479,0.168141592920354,0.48503630246148394,0.33994620040349693,0.40092165898617504,0.44693572496263084,10
0.7162162162162162,0.7226890756302521,0.1415929203539823,0.37347264034000355,0.24815063887020847,0.30941408821593147,0.3522670652715496,10
0.6621621621621621,0.6638655462184874,0.11946902654867259,0.3493890561360014,0.25958305312710156,0.19618169848584593,0.30742401594419533,12
0.5945945945945946,0.5882352941176471,0.11504424778761063,0.25500265627766955,0.2145258910558171,0.17182356813693217,0.20777279521674144,10
0.7702702702702703,0.7226890756302521,0.19026548672566373,0.5355055781831061,0.3665097511768662,0.34364713627386434,0.6312904833084206,16
0.6824324324324323,0.6722689075630253,0.1504424778761062,0.32070125730476357,0.2508406186953598,0.28044766293614215,0.2825112107623318,13
0.6756756756756757,0.680672268907563,0.14601769911504425,0.3973791393660351,0.2000672494956288,0.2343647136273864,0.43697060288988543,13
0.7162162162162162,0.6890756302521008,0.14601769911504425,0.37329555516203294,0.28278412911903156,0.32521395655036206,0.33731938216243157,13
0.7162162162162162,0.7226890756302521,0.1415929203539823,0.4320878342482734,0.3557498318762609,0.33838051349572085,0.2775286497259592,13
0.7229729729729729,0.7226890756302521,0.15486725663716813,0.4400566672569506,0.36516476126429054,0.390388413429888,0.3423019431988042,12
0.8783783783783784,0.8487394957983194,0.18584070796460178,0.7575703913582433,0.43644922663080027,0.5233706385780118,1.0,18
0.7770270270270271,0.823529411764706,0.20353982300884957,0.6197981228971136,0.3762609280430397,0.3805134957208689,0.8106626806178376,16
0.8783783783783784,0.8655462184873949,0.168141592920354,0.9024260669381972,0.7192333557498318,0.6352863726135615,0.7209765819631292,14
0.8783783783783784,0.8739495798319327,0.15486725663716813,0.7515494953072428,0.5137861466039004,0.5938117182356814,0.8455406078724466,20
0.8175675675675677,0.8655462184873949,0.18141592920353983,0.6516734549318223,0.41963685272360457,0.5365371955233705,0.6462381664175387,20
0.8513513513513513,0.8487394957983194,0.19469026548672566,0.7009031344076501,0.5490921318090114,0.40552995391705066,0.7558545092177381,14
0.8175675675675677,0.773109243697479,0.15486725663716813,0.5725163803789622,0.34398117014122387,0.5378538512179064,0.6163428001993025,12
0.8378378378378378,0.8319327731092437,0.19026548672566373,0.6922259606870904,0.4784801613987895,0.7116524028966424,0.5864474339810664,14
