A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,Class
0.5945001519295047,0.5464372066562366,0.5549690452916259,0.44846109175377463,0.5289304931082774,0.6035502958579881,0.606924498791412,0.5152201827932623,0.5990048394792448,0.6375008935592251,0.5374059023382852,0.49436063724799106,0.6189347359063634,0.5484286974818434,0.3432105477776268,0.5795665193212605,0.6869856325847398,0.46931223682531575,0.5231927710843374,0.6339117708551119,1
0.580218778486782,0.4854928175224008,0.5625285109156077,0.35452961672473865,0.6771578093904327,0.5890130761925634,0.6179439783876014,0.530100460759876,0.456342444277827,0.5066838230037888,0.585237492505496,0.5291837022416468,0.5699681457885769,0.5393334690830109,0.6366725567486747,0.6097247968059318,0.4761473008787836,0.5650759219088937,0.6533885542168676,0.48951146421353403,1
0.5628988149498632,0.6055326411605746,0.5376995764092538,0.5700493612078977,0.6122208299550379,0.5071225071225072,0.46594625337693735,0.6918196238386585,0.5634926044577738,0.5804560726284939,0.5124242222370261,0.596221626956154,0.7074598118379138,0.547003325867101,0.4484164741062934,0.5943961214886639,0.5634677081880317,0.5296669643996427,0.569277108433735,0.435221966687574,1
0.4129443938012762,0.5835585265253875,0.638970348647768,0.49608013937282225,0.46576251197759266,0.4499963474322449,0.7419308971989195,0.4921821889870836,0.5558584963533502,0.492601329616127,0.5345413363533409,0.8170026786973072,0.5170012593525446,0.324305979773298,0.4999320375152916,0.7998003707400542,0.5941553912679592,0.4998086002296797,0.5234939759036145,0.6320997978953237,0
0.5029626253418413,0.17387284881240223,0.4701857282502444,0.9506387921022067,0.3910960418662932,0.4667251077507488,0.5487700838902319,0.9407054913513104,0.4854474814259423,0.6465794552862965,0.5530610885350743,0.6128577470745806,0.38299133269131047,0.5113011606597434,0.29910289520184863,0.3684585769285612,0.42934858418189425,0.4935562077325507,0.7070030120481928,0.38511394522266357,0
0.47424794895168637,0.49203527236523964,0.3062886933854676,0.5309959349593496,0.63182722783224,0.4665790050405435,0.5824683634295464,0.6076742956416648,0.6182945947788153,0.8320823504181858,0.3015122243687962,0.6297053432962076,0.5421142306837543,0.4397610805674336,0.5269811064292511,0.5158277484671324,0.5214813781559492,0.6599464080643103,0.529894578313253,0.4030942922851767,0
0.6094652081434214,0.53242781965581,0.5090257412838058,0.4891840882694541,0.5402815655634996,0.6050843743151436,0.5655481302431395,0.5215650728907016,0.5782155272305909,0.5165487168489528,0.46645793085070947,0.5190328492880305,0.5551522334987776,0.47770311545510075,0.6319151828190839,0.5154712676458006,0.4827033059004045,0.663965803241036,0.5627259036144578,0.4286012962575789,1
0.662260711030082,0.7237235101692505,0.5032909742587162,0.5096544715447154,0.543377312596742,0.4706698809262912,0.6073510592919096,0.468313316715764,0.638811260309454,0.566516548716849,0.5940976617147424,0.6384463555618216,0.5715238165790059,0.5717097671893029,0.6055457387522089,0.5131184942250107,0.5440786720602594,0.5632895240525712,0.5719126506024097,0.5267962924245592,1
0.47272865390458824,0.38650263120466505,0.7957640925382861,0.45978513356562134,0.49767818972506817,0.648696033311418,0.6962889236456704,0.5705869023340131,0.5709903892031899,0.49717635284866685,0.6547198720937979,0.6132806992809813,0.3769168086524928,0.5193103916378198,0.40879434552127225,0.6112220162555254,0.40179941414423204,0.37539874952150054,0.5574548192771085,0.477245801101122,0
0.4478122151321786,0.5641445029156592,0.5581622678396873,0.48257839721254353,0.6423675093978035,0.6344510190664037,0.7409355893644249,0.5277588941762973,0.5274350760002726,0.5001072271070127,0.4764506028912131,0.5639362752009024,0.7078302096451589,0.39781443019072826,0.6324588826967514,0.4933694567232283,0.41386525317338535,0.5073369911956105,0.43162650602409647,0.5842915882639905,1
0.4775144333029474,0.5702602759209217,0.43590746171391337,0.5422473867595818,0.388958502248102,0.43158740594638034,0.6143893075501209,0.386585089508271,0.5228682434735191,0.6701694188290801,0.5518619678902138,0.5883970111377415,0.5952292762426846,0.5602389194325663,0.581826831588963,0.47383430771424495,0.5795089970707211,0.5741355110373867,0.5340361445783133,0.4606592793922921,1
0.6156183530841689,0.68894894040677,0.4269794721407625,0.772575493612079,0.4911181543451021,0.33238366571699907,0.5177733541874023,0.2980587657678072,0.4143548497034967,0.5174065337050541,0.38971420957964154,0.24869589736359798,0.6273057263501,0.42116337473698495,0.5263694440668751,0.48659632111792384,0.4317896498814339,0.5673089192292969,0.7439759036144579,0.5885427555927242,0
0.5487693710118504,0.5053335229697056,0.3032258064516129,0.6585365853658536,0.4546325643104592,0.5564321718167873,0.5523247547277123,0.5554044867437118,0.4994206257242178,0.5594395596540139,0.4335487309306508,0.688707176089102,0.4455885621157123,0.520396389058576,0.515563408998233,0.49893055753600457,0.3802482912540103,0.5232869720556335,0.7651355421686747,0.7171231444699979,0
0.5755089638407778,0.5809984354999289,0.47409579667644186,0.20985772357723576,0.3404584653939706,0.754985754985755,0.48976254798805635,0.3933831860412418,0.35566764365073955,0.48252198155693765,0.4713876490573579,0.4851966727759764,0.5011482332024594,0.5558270549107446,0.6096234878347153,0.5187508912020533,0.4625470776956339,0.4909404108715069,0.5781626506024097,0.3634399609728901,0
0.45100273473108476,0.5262409330109515,0.49214727924405344,0.4814169570267131,0.5411660647158546,0.5012783987142961,0.62910564481729,0.6058614698995393,0.52198214163997,0.5210522553434842,0.5473985743787888,0.5336247004088539,0.666123416549374,0.6883187402429919,0.5763898328122876,0.5080564665620989,0.5171572046310503,0.6379992344009187,0.6468373493975904,0.4025367621437034,1
0.5990580370707991,0.5250320011378182,0.6083414793092212,0.6036585365853658,0.5020269772241468,0.38227774125210023,0.701478743068392,0.5254173275927184,0.5554495262763274,0.5171205947530203,0.4944374125641196,0.5176935006344284,0.471294169938514,0.4348062173352338,0.41110507000135926,0.55703693141309,0.5743478867345515,0.5080387903534516,0.5683734939759036,0.48756010871837757,1
0.5503646308113035,0.7302659650120893,0.20873248615184103,0.3879210220673635,0.7592688140340532,0.5048579151143254,0.639272003412484,0.5192990407130448,0.5482243882489264,0.38072771463292593,0.5154220238491772,0.5035246017200057,0.6503444699607378,0.6277743840358379,0.32445290199809707,0.36432339940111225,0.596108243827591,0.5205435753477096,0.8845632530120483,0.30594466513345875,0
0.5423883318140382,0.6328402787654672,0.4924731182795699,0.4704558652729384,0.5253187882361613,0.45167652859960555,0.675103085454287,0.6232343832615757,0.5210960398064208,0.6733147473014512,0.5495303444140963,0.5159311997744256,0.5339654789243647,0.594379963347587,0.48504825336414303,0.6063025809211464,0.49093318454456686,0.49483220620135254,0.7617469879518073,0.4462331869816712,1
